304870,497,宿舍,菊园2号楼,2024-11-28 07:43:00,,,card_497,device_13
304871,497,宿舍,竹园2号楼,2024-11-28 23:11:00,,,card_497,device_40
304872,497,食堂,风味餐厅,2024-11-28 11:58:00,2024-11-28 12:25:00,1620,card_497,device_20
304873,497,教学楼,教学楼C,2024-11-29 16:00:00,2024-11-29 17:34:00,5640,card_497,device_1
304874,497,教学楼,教学楼D,2024-11-29 10:00:00,2024-11-29 11:50:00,6600,card_497,device_16
304875,497,宿舍,兰园9号楼,2024-11-29 08:53:00,,,card_497,device_19
304876,497,宿舍,梅园1号楼,2024-11-30 02:04:00,,,card_497,device_24
304877,497,食堂,第二食堂,2024-11-29 09:05:00,2024-11-29 09:42:00,2220,card_497,device_33
304878,497,宿舍,竹园1号楼,2024-11-30 07:34:00,,,card_497,device_30
304879,497,宿舍,兰园1号楼,2024-12-01 02:05:00,,,card_497,device_21
304880,497,食堂,第一食堂,2024-11-30 07:04:00,2024-11-30 07:34:00,1800,card_497,device_14
304881,497,宿舍,竹园10号楼,2024-12-01 09:04:00,,,card_497,device_10
304882,497,宿舍,竹园2号楼,2024-12-01 23:54:00,,,card_497,device_20
304883,497,食堂,风味餐厅,2024-12-01 17:22:00,2024-12-01 18:02:00,2400,card_497,device_2
304884,497,教学楼,教学楼B,2024-12-02 14:00:00,2024-12-02 15:46:00,6360,card_497,device_23
304885,497,教学楼,教学楼C,2024-12-02 10:00:00,2024-12-02 11:38:00,5880,card_497,device_45
304886,497,教学楼,教学楼D,2024-12-02 08:00:00,2024-12-02 09:31:00,5460,card_497,device_43
304887,497,宿舍,菊园10号楼,2024-12-02 08:15:00,,,card_497,device_20
304888,497,宿舍,兰园1号楼,2024-12-02 22:55:00,,,card_497,device_5
304889,497,食堂,第一食堂,2024-12-02 12:06:00,2024-12-02 12:23:00,1020,card_497,device_42
304890,497,教学楼,教学楼D,2024-12-03 08:00:00,2024-12-03 09:37:00,5820,card_497,device_45
304891,497,教学楼,教学楼D,2024-12-03 16:00:00,2024-12-03 17:49:00,6540,card_497,device_3
304892,497,教学楼,教学楼B,2024-12-03 10:00:00,2024-12-03 11:42:00,6120,card_497,device_31
304893,497,宿舍,兰园5号楼,2024-12-03 07:32:00,,,card_497,device_42
304894,497,宿舍,兰园9号楼,2024-12-03 23:52:00,,,card_497,device_28
304895,497,教学楼,教学楼A,2024-12-04 08:00:00,2024-12-04 09:42:00,6120,card_497,device_5
304896,497,宿舍,竹园3号楼,2024-12-04 08:19:00,,,card_497,device_34
304897,497,宿舍,竹园4号楼,2024-12-04 23:13:00,,,card_497,device_35
304898,497,食堂,第二食堂,2024-12-04 17:58:00,2024-12-04 18:18:00,1200,card_497,device_7
304899,497,教学楼,教学楼B,2024-12-05 16:00:00,2024-12-05 17:50:00,6600,card_497,device_47
304900,497,教学楼,教学楼A,2024-12-05 10:00:00,2024-12-05 11:46:00,6360,card_497,device_44
304901,497,教学楼,教学楼B,2024-12-05 16:00:00,2024-12-05 17:33:00,5580,card_497,device_33
304902,497,教学楼,教学楼B,2024-12-05 08:00:00,2024-12-05 09:41:00,6060,card_497,device_41
304903,497,食堂,第二食堂,2024-12-05 17:59:00,2024-12-05 18:23:00,1440,card_497,device_29
304904,497,教学楼,教学楼A,2024-12-06 10:00:00,2024-12-06 11:49:00,6540,card_497,device_9
304905,497,宿舍,菊园7号楼,2024-12-06 09:45:00,,,card_497,device_13
304906,497,宿舍,兰园3号楼,2024-12-06 23:43:00,,,card_497,device_1
304907,497,图书馆,总馆,2024-12-07 13:54:00,2024-12-07 14:18:08,1448,card_497,device_1
304908,497,宿舍,竹园2号楼,2024-12-07 08:17:00,,,card_497,device_11
304909,497,宿舍,竹园8号楼,2024-12-08 02:55:00,,,card_497,device_48
304910,497,食堂,风味餐厅,2024-12-07 17:04:00,2024-12-07 17:19:00,900,card_497,device_38
304911,497,图书馆,总馆,2024-12-08 09:56:00,2024-12-08 10:44:08,2888,card_497,device_5
304912,497,食堂,第一食堂,2024-12-08 17:54:00,2024-12-08 18:20:00,1560,card_497,device_49
304913,497,教学楼,教学楼D,2024-12-09 16:00:00,2024-12-09 17:36:00,5760,card_497,device_33
304914,497,宿舍,兰园4号楼,2024-12-09 09:46:00,,,card_497,device_24
304915,497,宿舍,兰园6号楼,2024-12-09 20:53:00,,,card_497,device_34
304916,497,食堂,第二食堂,2024-12-09 13:37:00,2024-12-09 13:58:00,1260,card_497,device_47
304917,497,教学楼,教学楼D,2024-12-10 14:00:00,2024-12-10 15:45:00,6300,card_497,device_28
304918,497,教学楼,教学楼A,2024-12-10 10:00:00,2024-12-10 11:32:00,5520,card_497,device_1
304919,497,教学楼,教学楼D,2024-12-10 08:00:00,2024-12-10 09:50:00,6600,card_497,device_50
304920,497,宿舍,兰园4号楼,2024-12-10 09:46:00,,,card_497,device_49
304921,497,宿舍,梅园3号楼,2024-12-10 22:33:00,,,card_497,device_28
304922,497,食堂,风味餐厅,2024-12-10 17:41:00,2024-12-10 17:56:00,900,card_497,device_36
304923,497,教学楼,教学楼B,2024-12-11 10:00:00,2024-12-11 11:46:00,6360,card_497,device_28
304924,497,教学楼,教学楼D,2024-12-11 10:00:00,2024-12-11 11:33:00,5580,card_497,device_47
304925,497,教学楼,教学楼A,2024-12-11 08:00:00,2024-12-11 09:36:00,5760,card_497,device_27
304926,497,教学楼,教学楼B,2024-12-11 14:00:00,2024-12-11 15:35:00,5700,card_497,device_28
304927,497,宿舍,竹园6号楼,2024-12-11 07:42:00,,,card_497,device_37
304928,497,宿舍,梅园4号楼,2024-12-11 22:20:00,,,card_497,device_8
304929,497,教学楼,教学楼A,2024-12-12 08:00:00,2024-12-12 09:31:00,5460,card_497,device_25
304930,497,教学楼,教学楼B,2024-12-12 10:00:00,2024-12-12 11:47:00,6420,card_497,device_7
304931,497,教学楼,教学楼D,2024-12-12 10:00:00,2024-12-12 11:33:00,5580,card_497,device_17
304932,497,图书馆,总馆,2024-12-12 09:00:00,2024-12-12 09:50:26,3026,card_497,device_19
304933,497,宿舍,竹园4号楼,2024-12-12 09:21:00,,,card_497,device_25
304934,497,宿舍,兰园4号楼,2024-12-12 20:42:00,,,card_497,device_20
304935,497,食堂,第二食堂,2024-12-12 18:11:00,2024-12-12 18:40:00,1740,card_497,device_16
304936,497,教学楼,教学楼D,2024-12-13 16:00:00,2024-12-13 17:43:00,6180,card_497,device_45
304937,497,教学楼,教学楼D,2024-12-13 16:00:00,2024-12-13 17:42:00,6120,card_497,device_18
304938,497,教学楼,教学楼C,2024-12-13 14:00:00,2024-12-13 15:38:00,5880,card_497,device_49
304939,497,宿舍,梅园3号楼,2024-12-13 07:40:00,,,card_497,device_15
304940,497,宿舍,兰园3号楼,2024-12-13 22:40:00,,,card_497,device_36
304941,497,食堂,风味餐厅,2024-12-13 11:39:00,2024-12-13 12:04:00,1500,card_497,device_28
304942,497,宿舍,梅园5号楼,2024-12-14 09:05:00,,,card_497,device_32
304943,497,宿舍,菊园2号楼,2024-12-15 02:33:00,,,card_497,device_33
304944,497,食堂,风味餐厅,2024-12-14 13:36:00,2024-12-14 14:00:00,1440,card_497,device_45
304945,497,宿舍,竹园9号楼,2024-12-15 07:30:00,,,card_497,device_37
304946,497,宿舍,菊园8号楼,2024-12-15 20:23:00,,,card_497,device_43
304947,497,食堂,风味餐厅,2024-12-15 18:51:00,2024-12-15 19:28:00,2220,card_497,device_37
304948,497,教学楼,教学楼C,2024-12-16 16:00:00,2024-12-16 17:35:00,5700,card_497,device_3
304949,497,教学楼,教学楼C,2024-12-16 08:00:00,2024-12-16 09:49:00,6540,card_497,device_27
304950,497,教学楼,教学楼D,2024-12-16 14:00:00,2024-12-16 15:45:00,6300,card_497,device_31
304951,497,教学楼,教学楼C,2024-12-16 14:00:00,2024-12-16 15:30:00,5400,card_497,device_38
304952,497,宿舍,兰园4号楼,2024-12-16 08:43:00,,,card_497,device_41
304953,497,宿舍,兰园10号楼,2024-12-16 23:10:00,,,card_497,device_32
304954,497,宿舍,梅园8号楼,2024-12-17 08:13:00,,,card_497,device_45
304955,497,宿舍,竹园9号楼,2024-12-17 23:22:00,,,card_497,device_44
304956,497,食堂,第二食堂,2024-12-17 18:00:00,2024-12-17 18:40:00,2400,card_497,device_29
304957,497,教学楼,教学楼D,2024-12-18 08:00:00,2024-12-18 09:47:00,6420,card_497,device_19
304958,497,教学楼,教学楼A,2024-12-18 08:00:00,2024-12-18 09:35:00,5700,card_497,device_36
304959,497,宿舍,菊园10号楼,2024-12-18 09:50:00,,,card_497,device_33
304960,497,宿舍,梅园4号楼,2024-12-18 21:53:00,,,card_497,device_13
304961,497,食堂,风味餐厅,2024-12-18 17:05:00,2024-12-18 17:27:00,1320,card_497,device_50
304962,497,教学楼,教学楼A,2024-12-19 16:00:00,2024-12-19 17:36:00,5760,card_497,device_17
304963,497,教学楼,教学楼A,2024-12-19 14:00:00,2024-12-19 15:34:00,5640,card_497,device_26
304964,497,教学楼,教学楼C,2024-12-19 08:00:00,2024-12-19 09:47:00,6420,card_497,device_41
304965,497,教学楼,教学楼D,2024-12-19 10:00:00,2024-12-19 11:34:00,5640,card_497,device_34
304966,497,食堂,第二食堂,2024-12-19 12:15:00,2024-12-19 12:44:00,1740,card_497,device_12
304967,497,教学楼,教学楼A,2024-12-20 14:00:00,2024-12-20 15:43:00,6180,card_497,device_33
304968,497,教学楼,教学楼C,2024-12-20 08:00:00,2024-12-20 09:30:00,5400,card_497,device_7
304969,497,教学楼,教学楼D,2024-12-20 10:00:00,2024-12-20 11:40:00,6000,card_497,device_12
304970,497,宿舍,竹园1号楼,2024-12-20 07:31:00,,,card_497,device_5
304971,497,宿舍,兰园1号楼,2024-12-20 22:58:00,,,card_497,device_24
304972,497,食堂,风味餐厅,2024-12-20 12:09:00,2024-12-20 12:49:00,2400,card_497,device_47
304973,497,图书馆,总馆,2024-12-21 09:11:00,2024-12-21 09:44:51,2031,card_497,device_34
304974,497,宿舍,菊园5号楼,2024-12-21 09:05:00,,,card_497,device_24
304975,497,宿舍,竹园10号楼,2024-12-21 22:44:00,,,card_497,device_15
304976,497,食堂,第二食堂,2024-12-21 08:50:00,2024-12-21 09:27:00,2220,card_497,device_4
304977,497,图书馆,总馆,2024-12-22 20:30:00,2024-12-22 22:08:17,5897,card_497,device_36
304978,497,宿舍,兰园1号楼,2024-12-22 07:31:00,,,card_497,device_47
304979,497,宿舍,竹园3号楼,2024-12-22 20:32:00,,,card_497,device_34
304980,497,教学楼,教学楼B,2024-12-23 10:00:00,2024-12-23 11:32:00,5520,card_497,device_17
304981,497,教学楼,教学楼C,2024-12-23 16:00:00,2024-12-23 17:32:00,5520,card_497,device_40
304982,497,教学楼,教学楼C,2024-12-23 16:00:00,2024-12-23 17:38:00,5880,card_497,device_1
